alias_name,alias_normalized,node_id,canonical_name,entity_type,cse_symbol
ALLIANCE FINANCE COMPANY PLC,ALLIANCE FINANCE COMPANY PLC,COMPANY::ALLI,ALLIANCE FINANCE COMPANY PLC,LISTED_COMPANY,ALLI
Mr. R.K.E.P. de Silva,R K E P DE SILVA,PERSON::e7289608b1,R K E P DE SILVA,PERSON,
SOFTLOGIC LIFE INSURANCE PLC,SOFTLOGIC LIFE INSURANCE PLC,COMPANY::AAIC,SOFTLOGIC LIFE INSURANCE PLC,LISTED_COMPANY,AAIC
Softlogic Capital PLC,SOFTLOGIC CAPITAL PLC,COMPANY::SCAP,SOFTLOGIC CAPITAL PLC,LISTED_COMPANY,SCAP
Allianz Life Insurance Lanka Limited,ALLIANZ LIFE INSURANCE LANKA LTD,UNLISTED_COMPANY::8ded54d8f5,ALLIANZ LIFE INSURANCE LANKA LTD,UNLISTED_COMPANY,
ARPICO FINANCE COMPANY PLC,ARPICO FINANCE COMPANY PLC,LISTED_COMPANY::fce93b8fd8,ARPICO FINANCE COMPANY PLC,LISTED_COMPANY,
Associated Motor Finance Company PLC,ASSOCIATED MOTOR FINANCE COMPANY PLC,COMPANY::AMF,ASSOCIATED MOTOR FINANCE COMPANY PLC,LISTED_COMPANY,AMF
HNB LIFE PLC,HNB LIFE PLC,COMPANY::HASU,HNB LIFE PLC,LISTED_COMPANY,HASU
Hatton National Bank PLC,HATTON NATIONAL BANK PLC,COMPANY::HNB,HATTON NATIONAL BANK PLC,LISTED_COMPANY,HNB
HNB General Insurance Limited,HNB GENERAL INSURANCE LTD,UNLISTED_COMPANY::13fedb315d,HNB GENERAL INSURANCE LTD,UNLISTED_COMPANY,
HATTON NATIONAL BANK PLC,HATTON NATIONAL BANK PLC,COMPANY::HNB,HATTON NATIONAL BANK PLC,LISTED_COMPANY,HNB
HNB Assurance PLC,HNB ASSURANCE PLC,COMPANY::HASU,HNB LIFE PLC,LISTED_COMPANY,HASU
HNB Finance PLC,HNB FINANCE PLC,COMPANY::HNBF,HNB FINANCE PLC,LISTED_COMPANY,HNBF
Acuity Partners (Pvt) Ltd,ACUITY PARTNERS PVT LTD,UNLISTED_COMPANY::b07be6578c,ACUITY PARTNERS PVT LTD,UNLISTED_COMPANY,
ASIA CAPITAL PLC,ASIA CAPITAL PLC,COMPANY::ACAP,ASIA CAPITAL PLC,LISTED_COMPANY,ACAP
Asia Leisure Holdings (Private) Limited,ASIA LEISURE HOLDINGS PVT LTD,UNLISTED_COMPANY::54e6548c47,ASIA LEISURE HOLDINGS PVT LTD,UNLISTED_COMPANY,
Asia Digital Entertainment (Private) Limited,ASIA DIGITAL ENTERTAINMENT PVT LTD,UNLISTED_COMPANY::2938abde9b,ASIA DIGITAL ENTERTAINMENT PVT LTD,UNLISTED_COMPANY,
AMANA TAKAFUL PLC,AMANA TAKAFUL PLC,COMPANY::ATL,AMANA TAKAFUL PLC,LISTED_COMPANY,ATL
Amana Takaful Life PLC,AMANA TAKAFUL LIFE PLC,COMPANY::ATLL,AMANA TAKAFUL LIFE PLC,LISTED_COMPANY,ATLL
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,COMPANY::HDFC,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,LISTED_COMPANY,HDFC
National Housing Development Authority (NHDA),NATIONAL HOUSING DEVELOPMENT AUTHORITY NHDA,GOVERNMENT::01856344c8,NATIONAL HOUSING DEVELOPMENT AUTHORITY NHDA,GOVERNMENT,
CEYLINCO HOLDINGS PLC,CEYLINCO HOLDINGS PLC,COMPANY::CINS,CEYLINCO HOLDINGS PLC,LISTED_COMPANY,CINS
Ceylinco General Insurance Limited,CEYLINCO GENERAL INSURANCE LTD,UNLISTED_COMPANY::3db7069474,CEYLINCO GENERAL INSURANCE LTD,UNLISTED_COMPANY,
Ceylinco Life Insurance Limited,CEYLINCO LIFE INSURANCE LTD,UNLISTED_COMPANY::01960e8d36,CEYLINCO LIFE INSURANCE LTD,UNLISTED_COMPANY,
LANKA VENTURES PLC,LANKA VENTURES PLC,COMPANY::LVEN,LANKA VENTURES PLC,LISTED_COMPANY,LVEN
LVL Energy Fund PLC,LVL ENERGY FUND PLC,COMPANY::LVEF,LVL ENERGY FUND PLC,LISTED_COMPANY,LVEF
LOLC HOLDINGS PLC,LOLC HOLDINGS PLC,COMPANY::LOLC,LOLC HOLDINGS PLC,LISTED_COMPANY,LOLC
Ishara Nanayakkara,ISHARA NANAYAKKARA,PERSON::8fd06f7619,ISHARA NANAYAKKARA,PERSON,
LOLC Finance PLC,LOLC FINANCE PLC,COMPANY::LOFC,LOLC FINANCE PLC,LISTED_COMPANY,LOFC
Brown & Company PLC,BROWN AND COMPANY PLC,COMPANY::BRWN,BROWN AND COMPANY PLC,LISTED_COMPANY,BRWN
COMMERCIAL BANK OF CEYLON PLC,COMMERCIAL BANK OF CEYLON PLC,COMPANY::COMB,COMMERCIAL BANK OF CEYLON PLC,LISTED_COMPANY,COMB
Commercial Bank of Maldives,COMMERCIAL BANK OF MALDIVES,UNLISTED_COMPANY::84e20fef54,COMMERCIAL BANK OF MALDIVES,UNLISTED_COMPANY,
CENTRAL FINANCE COMPANY PLC,CENTRAL FINANCE COMPANY PLC,COMPANY::CFIN,CENTRAL FINANCE COMPANY PLC,LISTED_COMPANY,CFIN
Central Industries PLC,CENTRAL INDUSTRIES PLC,COMPANY::CIND,CENTRAL INDUSTRIES PLC,LISTED_COMPANY,CIND
Nations Trust Bank PLC,NATIONS TRUST BANK PLC,COMPANY::NTB,NATIONS TRUST BANK PLC,LISTED_COMPANY,NTB
E-CHANNELLING PLC,E-CHANNELLING PLC,COMPANY::ECL,E-CHANNELLING PLC,LISTED_COMPANY,ECL
Mobitel (Pvt) Ltd,MOBITEL PVT LTD,UNLISTED_COMPANY::e27f9269d1,MOBITEL PVT LTD,UNLISTED_COMPANY,
DFCC BANK PLC,DFCC BANK PLC,COMPANY::DFCC,DFCC BANK PLC,LISTED_COMPANY,DFCC
DFCC Consulting (Pvt) Ltd,DFCC CONSULTING PVT LTD,UNLISTED_COMPANY::9369c17760,DFCC CONSULTING PVT LTD,UNLISTED_COMPANY,
Synapsys Limited,SYNAPSYS LTD,UNLISTED_COMPANY::5d57ae6313,SYNAPSYS LTD,UNLISTED_COMPANY,
L B FINANCE PLC,L B FINANCE PLC,COMPANY::LFIN,L B FINANCE PLC,LISTED_COMPANY,LFIN
Vallibel One PLC,VALLIBEL ONE PLC,COMPANY::VONE,VALLIBEL ONE PLC,LISTED_COMPANY,VONE
AIA INSURANCE LANKA PLC,AIA INSURANCE LANKA PLC,LISTED_COMPANY::8ec5b2a6d3,AIA INSURANCE LANKA PLC,LISTED_COMPANY,
AIA Group,AIA GROUP,UNLISTED_COMPANY::c072479e34,AIA GROUP,UNLISTED_COMPANY,
AIA Group,AIA GROUP,PERSON::0d0c3f1fe7,AIA GROUP,PERSON,
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MERCHANT BANK OF SRI LANKA AND FINANCE PLC,COMPANY::MBSL,MERCHANT BANK OF SRI LANKA AND FINANCE PLC,LISTED_COMPANY,MBSL
Bank of Ceylon,BANK OF CEYLON,UNLISTED_COMPANY::047ced3a31,BANK OF CEYLON,UNLISTED_COMPANY,
NATIONS TRUST BANK PLC,NATIONS TRUST BANK PLC,COMPANY::NTB,NATIONS TRUST BANK PLC,LISTED_COMPANY,NTB
John Keells Holdings PLC,JOHN KEELLS HOLDINGS PLC,COMPANY::JKH,JOHN KEELLS HOLDINGS PLC,LISTED_COMPANY,JKH
Central Finance Company PLC,CENTRAL FINANCE COMPANY PLC,COMPANY::CFIN,CENTRAL FINANCE COMPANY PLC,LISTED_COMPANY,CFIN
Waldock Mackenzie Ltd,WALDOCK MACKENZIE LTD,UNLISTED_COMPANY::389060f519,WALDOCK MACKENZIE LTD,UNLISTED_COMPANY,
NATIONAL DEVELOPMENT BANK PLC,NATIONAL DEVELOPMENT BANK PLC,COMPANY::NDB,NATIONAL DEVELOPMENT BANK PLC,LISTED_COMPANY,NDB
NDB Capital Holdings,NDB CAPITAL HOLDINGS,UNLISTED_COMPANY::15814b0155,NDB CAPITAL HOLDINGS,UNLISTED_COMPANY,
NDB Investment Bank,NDB INVESTMENT BANK,UNLISTED_COMPANY::6d7cf04afb,NDB INVESTMENT BANK,UNLISTED_COMPANY,
PAN ASIA BANKING CORPORATION PLC,PAN ASIA BANKING CORPORATION PLC,COMPANY::PABC,PAN ASIA BANKING CORPORATION PLC,LISTED_COMPANY,PABC
K D D Perera,DHAMMIKA PERERA,PERSON::25c526c8c8,DHAMMIKA PERERA,PERSON,
LANKA REALTY INVESTMENTS PLC,LANKA REALTY INVESTMENTS PLC,COMPANY::ASCO,LANKA REALTY INVESTMENTS PLC,LISTED_COMPANY,ASCO
Mulberry Holdings (Pvt) Ltd,MULBERRY HOLDINGS PVT LTD,UNLISTED_COMPANY::58cdeaee45,MULBERRY HOLDINGS PVT LTD,UNLISTED_COMPANY,
DIALOG AXIATA PLC,DIALOG AXIATA PLC,COMPANY::DIAL,DIALOG AXIATA PLC,LISTED_COMPANY,DIAL
Axiata Group Berhad,AXIATA GROUP BERHAD,UNLISTED_COMPANY::d748b7a43b,AXIATA GROUP BERHAD,UNLISTED_COMPANY,
Axiata Group Berhad,AXIATA GROUP BERHAD,PERSON::e15253535f,AXIATA GROUP BERHAD,PERSON,
Dialog Broadband Networks (Pvt) Ltd,DIALOG BROADBAND NETWORKS PVT LTD,UNLISTED_COMPANY::b522f95080,DIALOG BROADBAND NETWORKS PVT LTD,UNLISTED_COMPANY,
Dialog Television (Pvt) Ltd,DIALOG TELEVISION PVT LTD,UNLISTED_COMPANY::6c29fee37e,DIALOG TELEVISION PVT LTD,UNLISTED_COMPANY,
Dialog Finance PLC,DIALOG FINANCE PLC,COMPANY::CALF,DIALOG FINANCE PLC,LISTED_COMPANY,CALF
PMF FINANCE PLC,PMF FINANCE PLC,COMPANY::PMB,PMF FINANCE PLC,LISTED_COMPANY,PMB
Sterling Capital Investments (Pvt) Ltd,STERLING CAPITAL INVESTMENTS PVT LTD,UNLISTED_COMPANY::9e1baf39bd,STERLING CAPITAL INVESTMENTS PVT LTD,UNLISTED_COMPANY,
HAYLEYS FABRIC PLC,HAYLEYS FABRIC PLC,COMPANY::MGT,HAYLEYS FABRIC PLC,LISTED_COMPANY,MGT
Hayleys PLC,HAYLEYS PLC,COMPANY::HAYL,HAYLEYS PLC,LISTED_COMPANY,HAYL
South Asia Textiles Limited,SOUTH ASIA TEXTILES LTD,UNLISTED_COMPANY::6ea88155ed,SOUTH ASIA TEXTILES LTD,UNLISTED_COMPANY,
SRI LANKA TELECOM PLC,SRI LANKA TELECOM PLC,COMPANY::SLTL,SRI LANKA TELECOM PLC,LISTED_COMPANY,SLTL
Government of Sri Lanka,GOVERNMENT OF SRI LANKA,GOVERNMENT::c87ebb0cf4,GOVERNMENT OF SRI LANKA,GOVERNMENT,
Global Telecommunications Holdings N.V,GLOBAL TELECOMMUNICATIONS HOLDINGS N V,UNLISTED_COMPANY::06b1b41a52,GLOBAL TELECOMMUNICATIONS HOLDINGS N V,UNLISTED_COMPANY,
e-Channelling PLC,E-CHANNELLING PLC,COMPANY::ECL,E-CHANNELLING PLC,LISTED_COMPANY,ECL
BAIRAHA FARMS PLC,BAIRAHA FARMS PLC,COMPANY::BFL,BAIRAHA FARMS PLC,LISTED_COMPANY,BFL
Fortune Agro Industries (Pvt) Ltd,FORTUNE AGRO INDUSTRIES PVT LTD,UNLISTED_COMPANY::f770037e78,FORTUNE AGRO INDUSTRIES PVT LTD,UNLISTED_COMPANY,
THE FINANCE COMPANY PLC,THE FINANCE COMPANY PLC,LISTED_COMPANY::3e8d8a5bb6,THE FINANCE COMPANY PLC,LISTED_COMPANY,
SAMPATH BANK PLC,SAMPATH BANK PLC,COMPANY::SAMP,SAMPATH BANK PLC,LISTED_COMPANY,SAMP
Sampath Information Technology Solutions Ltd,SAMPATH INFORMATION TECHNOLOGY SOLUTIONS LTD,UNLISTED_COMPANY::c159057f2e,SAMPATH INFORMATION TECHNOLOGY SOLUTIONS LTD,UNLISTED_COMPANY,
BUKIT DARAH PLC,BUKIT DARAH PLC,COMPANY::BUKI,BUKIT DARAH PLC,LISTED_COMPANY,BUKI
Carson Cumberbatch PLC,CARSON CUMBERBATCH PLC,COMPANY::CARS,CARSON CUMBERBATCH PLC,LISTED_COMPANY,CARS
VIDULLANKA PLC,VIDULLANKA PLC,COMPANY::VLL,VIDULLANKA PLC,LISTED_COMPANY,VLL
Muvumbe Hydro (U) Limited,MUVUMBE HYDRO U LTD,UNLISTED_COMPANY::de89bb249b,MUVUMBE HYDRO U LTD,UNLISTED_COMPANY,
SEYLAN BANK PLC,SEYLAN BANK PLC,COMPANY::SEYB,SEYLAN BANK PLC,LISTED_COMPANY,SEYB
Sri Lanka Insurance Corporation,SRI LANKA INSURANCE CORPORATION,GOVERNMENT::e45e6cca46,SRI LANKA INSURANCE CORPORATION,GOVERNMENT,
Seylan Developments PLC,SEYLAN DEVELOPMENTS PLC,COMPANY::CSD,SEYLAN DEVELOPMENTS PLC,LISTED_COMPANY,CSD
CARGILLS (CEYLON) PLC,CARGILLS CEYLON PLC,COMPANY::CARG,CARGILLS CEYLON PLC,LISTED_COMPANY,CARG
C T Holdings PLC,C T HOLDINGS PLC,COMPANY::CTHR,C T HOLDINGS PLC,LISTED_COMPANY,CTHR
Cargills Bank PLC,CARGILLS BANK PLC,COMPANY::CBNK,CARGILLS BANK PLC,LISTED_COMPANY,CBNK
Cargills Dairies,CARGILLS DAIRIES,PERSON::a07199853c,CARGILLS DAIRIES,PERSON,
CEYLON BEVERAGE HOLDINGS PLC,CEYLON BEVERAGE HOLDINGS PLC,LISTED_COMPANY::d945d56fd2,CEYLON BEVERAGE HOLDINGS PLC,LISTED_COMPANY,
Lion Brewery (Ceylon) PLC,LION BREWERY CEYLON PLC,COMPANY::LION,LION BREWERY CEYLON PLC,LISTED_COMPANY,LION
VALLIBEL POWER ERATHNA PLC,VALLIBEL POWER ERATHNA PLC,COMPANY::VPEL,VALLIBEL POWER ERATHNA PLC,LISTED_COMPANY,VPEL
UNION ASSURANCE PLC,UNION ASSURANCE PLC,COMPANY::UAL,UNION ASSURANCE PLC,LISTED_COMPANY,UAL
COLOMBO DOCKYARD PLC,COLOMBO DOCKYARD PLC,COMPANY::DOCK,COLOMBO DOCKYARD PLC,LISTED_COMPANY,DOCK
Onomichi Dockyard Co. Ltd,ONOMICHI DOCKYARD CO LTD,UNLISTED_COMPANY::eac9cb2e39,ONOMICHI DOCKYARD CO LTD,UNLISTED_COMPANY,
MTD WALKERS PLC,MTD WALKERS PLC,COMPANY::KAPI,MTD WALKERS PLC,LISTED_COMPANY,KAPI
MTD Capital Bhd,MTD CAPITAL BHD,PERSON::f63592967d,MTD CAPITAL BHD,PERSON,
SENKADAGALA FINANCE PLC,SENKADAGALA FINANCE PLC,COMPANY::SFCL,SENKADAGALA FINANCE PLC,LISTED_COMPANY,SFCL
LANKEM DEVELOPMENTS PLC,LANKEM DEVELOPMENTS PLC,COMPANY::LDEV,LANKEM DEVELOPMENTS PLC,LISTED_COMPANY,LDEV
Lankem Ceylon PLC,LANKEM CEYLON PLC,COMPANY::LCEY,LANKEM CEYLON PLC,LISTED_COMPANY,LCEY
GOOD HOPE PLC,GOOD HOPE PLC,COMPANY::GOOD,GOOD HOPE PLC,LISTED_COMPANY,GOOD
Goodhope Asia Holdings Ltd,GOODHOPE ASIA HOLDINGS LTD,UNLISTED_COMPANY::38fe0d86bf,GOODHOPE ASIA HOLDINGS LTD,UNLISTED_COMPANY,
SMB FINANCE PLC,SMB FINANCE PLC,COMPANY::SEMB,SMB FINANCE PLC,LISTED_COMPANY,SEMB
CEYLON TOBACCO COMPANY PLC,CEYLON TOBACCO COMPANY PLC,COMPANY::CTC,CEYLON TOBACCO COMPANY PLC,LISTED_COMPANY,CTC
British American Tobacco Holdings (Sri Lanka) BV,BRITISH AMERICAN TOBACCO HOLDINGS SRI LANKA BV,UNLISTED_COMPANY::3945c46429,BRITISH AMERICAN TOBACCO HOLDINGS SRI LANKA BV,UNLISTED_COMPANY,
DISTILLERIES COMPANY OF SRI LANKA PLC,DISTILLERIES COMPANY OF SRI LANKA PLC,COMPANY::DIST,DISTILLERIES COMPANY OF SRI LANKA PLC,LISTED_COMPANY,DIST
Melstacorp PLC,MELSTACORP PLC,COMPANY::MELS,MELSTACORP PLC,LISTED_COMPANY,MELS
CEYLON COLD STORES PLC,CEYLON COLD STORES PLC,COMPANY::CCS,CEYLON COLD STORES PLC,LISTED_COMPANY,CCS
Jayamaha Farms (Pvt) Ltd,JAYAMAHA FARMS PVT LTD,UNLISTED_COMPANY::0ca957e688,JAYAMAHA FARMS PVT LTD,UNLISTED_COMPANY,
RENUKA FOODS PLC,RENUKA FOODS PLC,COMPANY::COCO,RENUKA FOODS PLC,LISTED_COMPANY,COCO
Renuka Agro Exports Ltd,RENUKA AGRO EXPORTS LTD,UNLISTED_COMPANY::defa1f3866,RENUKA AGRO EXPORTS LTD,UNLISTED_COMPANY,
Renuka Agri Foods PLC,RENUKA AGRI FOODS PLC,COMPANY::RAL,RENUKA AGRI FOODS PLC,LISTED_COMPANY,RAL
KEELLS FOOD PRODUCTS PLC,KEELLS FOOD PRODUCTS PLC,COMPANY::KFP,KEELLS FOOD PRODUCTS PLC,LISTED_COMPANY,KFP
HARISCHANDRA MILLS PLC,HARISCHANDRA MILLS PLC,COMPANY::HARI,HARISCHANDRA MILLS PLC,LISTED_COMPANY,HARI
Motor Service Station (Pvt) Ltd.,MOTOR SERVICE STATION PVT LTD,UNLISTED_COMPANY::ae88a537a7,MOTOR SERVICE STATION PVT LTD,UNLISTED_COMPANY,
Mrs. D.M.E.P. Perera,D M E P PERERA,PERSON::84e04f6e00,D M E P PERERA,PERSON,
Mr. D.F.W.S.K. Perera & Mr. D.F.W. Perera,D F W S K PERERA AND D F W PERERA,PERSON::58fb219f93,D F W S K PERERA AND D F W PERERA,PERSON,
Dalvik Inclusion Private Limited,DALVIK INCLUSION PVT LTD,UNLISTED_COMPANY::06fe0d7c4d,DALVIK INCLUSION PVT LTD,UNLISTED_COMPANY,
Milford Ceylon (Pvt) Ltd,MILFORD CEYLON PVT LTD,UNLISTED_COMPANY::de77b8bd6b,MILFORD CEYLON PVT LTD,UNLISTED_COMPANY,
THREE ACRE FARMS PLC,THREE ACRE FARMS PLC,COMPANY::TAFL,THREE ACRE FARMS PLC,LISTED_COMPANY,TAFL
Ceylon Grain Elevators PLC,CEYLON GRAIN ELEVATORS PLC,COMPANY::GRAN,CEYLON GRAIN ELEVATORS PLC,LISTED_COMPANY,GRAN
KOTMALE HOLDINGS PLC,KOTMALE HOLDINGS PLC,COMPANY::LAMB,KOTMALE HOLDINGS PLC,LISTED_COMPANY,LAMB
Cargills Quality Dairies (Pvt) Ltd,CARGILLS QUALITY DAIRIES PVT LTD,UNLISTED_COMPANY::33761fe166,CARGILLS QUALITY DAIRIES PVT LTD,UNLISTED_COMPANY,
CONVENIENCE FOODS (LANKA) PLC,CONVENIENCE FOODS LANKA PLC,COMPANY::SOY,CONVENIENCE FOODS LANKA PLC,LISTED_COMPANY,SOY
CBL Investments Limited,CBL INVESTMENTS LTD,UNLISTED_COMPANY::a8753d0d60,CBL INVESTMENTS LTD,UNLISTED_COMPANY,
TEA SMALLHOLDER FACTORIES PLC,TEA SMALLHOLDER FACTORIES PLC,COMPANY::TSML,TEA SMALLHOLDER FACTORIES PLC,LISTED_COMPANY,TSML
Akbar Brothers,AKBAR BROTHERS,UNLISTED_COMPANY::1189177e83,AKBAR BROTHERS,UNLISTED_COMPANY,
LION BREWERY CEYLON PLC,LION BREWERY CEYLON PLC,COMPANY::LION,LION BREWERY CEYLON PLC,LISTED_COMPANY,LION
Ceylon Beverage Holdings PLC,CEYLON BEVERAGE HOLDINGS PLC,UNLISTED_COMPANY::1e3716e7a5,CEYLON BEVERAGE HOLDINGS PLC,UNLISTED_COMPANY,
Carlsberg Brewery Malaysia Berhad,CARLSBERG BREWERY MALAYSIA BERHAD,UNLISTED_COMPANY::f61496581c,CARLSBERG BREWERY MALAYSIA BERHAD,UNLISTED_COMPANY,
Pearl Springs (Private) Limited,PEARL SPRINGS PVT LTD,UNLISTED_COMPANY::ee4de98f68,PEARL SPRINGS PVT LTD,UNLISTED_COMPANY,
LANKA MILK FOODS (CWE) PLC,LANKA MILK FOODS CWE PLC,COMPANY::LMF,LANKA MILK FOODS CWE PLC,LISTED_COMPANY,LMF
Milford Exports (Ceylon) (Pvt) Ltd,MILFORD EXPORTS CEYLON PVT LTD,UNLISTED_COMPANY::b1f47aaa31,MILFORD EXPORTS CEYLON PVT LTD,UNLISTED_COMPANY,
Ambewela Livestock Company Limited,AMBEWELA LIVESTOCK COMPANY LTD,UNLISTED_COMPANY::344ea8abc6,AMBEWELA LIVESTOCK COMPANY LTD,UNLISTED_COMPANY,
NESTLE LANKA PLC,NESTLE LANKA PLC,LISTED_COMPANY::7d2bb36c37,NESTLE LANKA PLC,LISTED_COMPANY,
Nestlé S.A.,NESTLÉ S A,UNLISTED_COMPANY::6d93734053,NESTLÉ S A,UNLISTED_COMPANY,
Nestlé S.A.,NESTLÉ S A,PERSON::5833caa40f,NESTLÉ S A,PERSON,
HAYCARB PLC,HAYCARB PLC,COMPANY::HAYC,HAYCARB PLC,LISTED_COMPANY,HAYC
Puritas (Pvt) Ltd,PURITAS PVT LTD,UNLISTED_COMPANY::6182105bf9,PURITAS PVT LTD,UNLISTED_COMPANY,
CHEMANEX PLC,CHEMANEX PLC,COMPANY::CHMX,CHEMANEX PLC,LISTED_COMPANY,CHMX
CIC Holdings PLC,CIC HOLDINGS PLC,COMPANY::CIC,CIC HOLDINGS PLC,LISTED_COMPANY,CIC
DILMAH CEYLON TEA COMPANY PLC,DILMAH CEYLON TEA COMPANY PLC,COMPANY::CTEA,DILMAH CEYLON TEA COMPANY PLC,LISTED_COMPANY,CTEA
MJF Teas (Pvt) Ltd,MJF TEAS PVT LTD,UNLISTED_COMPANY::d3fe4d3682,MJF TEAS PVT LTD,UNLISTED_COMPANY,
INDUSTRIAL ASPHALTS (CEYLON) PLC,INDUSTRIAL ASPHALTS CEYLON PLC,LISTED_COMPANY::72c1a5fe97,INDUSTRIAL ASPHALTS CEYLON PLC,LISTED_COMPANY,
CIC HOLDINGS PLC,CIC HOLDINGS PLC,COMPANY::CIC,CIC HOLDINGS PLC,LISTED_COMPANY,CIC
Paints & General Industries Limited,PAINTS AND GENERAL INDUSTRIES LTD,UNLISTED_COMPANY::0acf4cd09d,PAINTS AND GENERAL INDUSTRIES LTD,UNLISTED_COMPANY,
Chemanex PLC,CHEMANEX PLC,COMPANY::CHMX,CHEMANEX PLC,LISTED_COMPANY,CHMX
MORISON PLC,MORISON PLC,COMPANY::MORI,MORISON PLC,LISTED_COMPANY,MORI
Hemas Holdings PLC,HEMAS HOLDINGS PLC,COMPANY::HHL,HEMAS HOLDINGS PLC,LISTED_COMPANY,HHL
