alias_name,alias_normalized,node_id,canonical_name,entity_type,cse_symbol
Galle Face Group,GALLE FACE GROUP,PERSON::7e18d598e5,GALLE FACE GROUP,PERSON,
C T LAND DEVELOPMENT PLC,C T LAND DEVELOPMENT PLC,COMPANY::CTLD,C T LAND DEVELOPMENT PLC,LISTED_COMPANY,CTLD
CARGO BOAT DEVELOPMENT COMPANY PLC,CARGO BOAT DEVELOPMENT COMPANY PLC,COMPANY::CABO,CARGO BOAT DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CABO
COMMERCIAL DEVELOPMENT COMPANY PLC,COMMERCIAL DEVELOPMENT COMPANY PLC,COMPANY::COMD,COMMERCIAL DEVELOPMENT COMPANY PLC,LISTED_COMPANY,COMD
Commercial Bank of Ceylon PLC,COMMERCIAL BANK OF CEYLON PLC,COMPANY::COMB,COMMERCIAL BANK OF CEYLON PLC,LISTED_COMPANY,COMB
SEYLAN DEVELOPMENTS PLC,SEYLAN DEVELOPMENTS PLC,COMPANY::CSD,SEYLAN DEVELOPMENTS PLC,LISTED_COMPANY,CSD
Seylan Bank PLC,SEYLAN BANK PLC,COMPANY::SEYB,SEYLAN BANK PLC,LISTED_COMPANY,SEYB
COLOMBO LAND & DEVELOPMENT COMPANY PLC,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,COMPANY::CLND,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CLND
Urban Development Authority (UDA),URBAN DEVELOPMENT AUTHORITY,GOVERNMENT::d62d1ce68f,URBAN DEVELOPMENT AUTHORITY,GOVERNMENT,
OVERSEAS REALTY (CEYLON) PLC,OVERSEAS REALTY CEYLON PLC,COMPANY::OSEA,OVERSEAS REALTY CEYLON PLC,LISTED_COMPANY,OSEA
Shing Kwan Investment (Singapore) Pte Ltd,SHING KWAN INVESTMENT SINGAPORE PTE LTD,UNLISTED_COMPANY::54f5e09cc8,SHING KWAN INVESTMENT SINGAPORE PTE LTD,UNLISTED_COMPANY,
Shing Kwan Group,SHING KWAN GROUP,PERSON::f4e12b443b,SHING KWAN GROUP,PERSON,
Mireka Capital Land (Pvt) Ltd,MIREKA CAPITAL LAND PVT LTD,UNLISTED_COMPANY::774cff19f3,MIREKA CAPITAL LAND PVT LTD,UNLISTED_COMPANY,
EAST WEST PROPERTIES PLC,EAST WEST PROPERTIES PLC,LISTED_COMPANY::1570bb3ea4,EAST WEST PROPERTIES PLC,LISTED_COMPANY,
M. W. A. D. J. Nahil Wijesuriya,M W A D J NAHIL WIJESURIYA,PERSON::ff2720e072,M W A D J NAHIL WIJESURIYA,PERSON,
EQUITY ONE PLC,EQUITY ONE PLC,LISTED_COMPANY::77d9fd8149,EQUITY ONE PLC,LISTED_COMPANY,
KELSEY DEVELOPMENTS PLC,KELSEY DEVELOPMENTS PLC,COMPANY::KDL,KELSEY DEVELOPMENTS PLC,LISTED_COMPANY,KDL
LEE HEDGES PLC,LEE HEDGES PLC,COMPANY::SHAW,LEE HEDGES PLC,LISTED_COMPANY,SHAW
Lee Hedges Investments Ltd,LEE HEDGES INVESTMENTS LTD,UNLISTED_COMPANY::d17945c997,LEE HEDGES INVESTMENTS LTD,UNLISTED_COMPANY,
HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJAY INTERNATIONAL INVESTMENTS PLC,LISTED_COMPANY::022eab4dd5,HUEJAY INTERNATIONAL INVESTMENTS PLC,LISTED_COMPANY,
Huejay International Ltd,HUEJAY INTERNATIONAL LTD,UNLISTED_COMPANY::94f5cf6638,HUEJAY INTERNATIONAL LTD,UNLISTED_COMPANY,
EQUITY TWO PLC,EQUITY TWO PLC,COMPANY::ETWO,EQUITY TWO PLC,LISTED_COMPANY,ETWO
Equity One PLC,EQUITY ONE PLC,UNLISTED_COMPANY::b7b5736155,EQUITY ONE PLC,UNLISTED_COMPANY,
ON ALLY HOLDINGS PLC,ON ALLY HOLDINGS PLC,COMPANY::ONAL,ON ALLY HOLDINGS PLC,LISTED_COMPANY,ONAL
Renuka Capital PLC,RENUKA CAPITAL PLC,UNLISTED_COMPANY::56b62906e3,RENUKA CAPITAL PLC,UNLISTED_COMPANY,
YORK ARCADE HOLDINGS PLC,YORK ARCADE HOLDINGS PLC,COMPANY::YORK,YORK ARCADE HOLDINGS PLC,LISTED_COMPANY,YORK
PROPERTY DEVELOPMENT PLC,PROPERTY DEVELOPMENT PLC,COMPANY::PDL,PROPERTY DEVELOPMENT PLC,LISTED_COMPANY,PDL
Bank of Ceylon,BANK OF CEYLON,GOVERNMENT::64fae9c108,BANK OF CEYLON,GOVERNMENT,
ACL CABLES PLC,ACL CABLES PLC,COMPANY::ACL,ACL CABLES PLC,LISTED_COMPANY,ACL
U. G. Madanayake,U G MADANAYAKE,PERSON::562e36b0a0,U G MADANAYAKE,PERSON,
Kelani Cables PLC,KELANI CABLES PLC,COMPANY::KCAB,KELANI CABLES PLC,LISTED_COMPANY,KCAB
ACL Plastics PLC,ACL PLASTICS PLC,COMPANY::APLA,ACL PLASTICS PLC,LISTED_COMPANY,APLA
ABANS ELECTRICALS PLC,ABANS ELECTRICALS PLC,COMPANY::ABAN,ABANS ELECTRICALS PLC,LISTED_COMPANY,ABAN
Abans PLC,ABANS PLC,UNLISTED_COMPANY::f62be6fca9,ABANS PLC,UNLISTED_COMPANY,
ACL PLASTICS PLC,ACL PLASTICS PLC,COMPANY::APLA,ACL PLASTICS PLC,LISTED_COMPANY,APLA
ACL Cables PLC,ACL CABLES PLC,COMPANY::ACL,ACL CABLES PLC,LISTED_COMPANY,ACL
DANKOTUWA PORCELAIN PLC,DANKOTUWA PORCELAIN PLC,COMPANY::DPL,DANKOTUWA PORCELAIN PLC,LISTED_COMPANY,DPL
Royal Fernwood Porcelain Ltd,ROYAL FERNWOOD PORCELAIN LTD,UNLISTED_COMPANY::27793d78c2,ROYAL FERNWOOD PORCELAIN LTD,UNLISTED_COMPANY,
CENTRAL INDUSTRIES PLC,CENTRAL INDUSTRIES PLC,COMPANY::CIND,CENTRAL INDUSTRIES PLC,LISTED_COMPANY,CIND
KELANI CABLES PLC,KELANI CABLES PLC,COMPANY::KCAB,KELANI CABLES PLC,LISTED_COMPANY,KCAB
CHEVRON LUBRICANTS LANKA PLC,CHEVRON LUBRICANTS LANKA PLC,COMPANY::LLUB,CHEVRON LUBRICANTS LANKA PLC,LISTED_COMPANY,LLUB
Chevron Ceylon Limited,CHEVRON CEYLON LTD,UNLISTED_COMPANY::fe111b58a3,CHEVRON CEYLON LTD,UNLISTED_COMPANY,
KELANI TYRES PLC,KELANI TYRES PLC,COMPANY::TYRE,KELANI TYRES PLC,LISTED_COMPANY,TYRE
Silverstock Ltd,SILVERSTOCK LTD,UNLISTED_COMPANY::8b60fb8595,SILVERSTOCK LTD,UNLISTED_COMPANY,
CEAT Kelani Holdings (Pvt) Ltd,CEAT KELANI HOLDINGS PVT LTD,UNLISTED_COMPANY::60fc859049,CEAT KELANI HOLDINGS PVT LTD,UNLISTED_COMPANY,
DIPPED PRODUCTS PLC,DIPPED PRODUCTS PLC,COMPANY::DIPD,DIPPED PRODUCTS PLC,LISTED_COMPANY,DIPD
Venigros (Pvt) Ltd,VENIGROS PVT LTD,UNLISTED_COMPANY::039b897825,VENIGROS PVT LTD,UNLISTED_COMPANY,
Kelani Valley Plantations PLC,KELANI VALLEY PLANTATIONS PLC,COMPANY::KVAL,KELANI VALLEY PLANTATIONS PLC,LISTED_COMPANY,KVAL
LANKA CEMENT PLC,LANKA CEMENT PLC,LISTED_COMPANY::0c020cbbf8,LANKA CEMENT PLC,LISTED_COMPANY,
Sri Lanka Cement Corporation,SRI LANKA CEMENT CORPORATION,GOVERNMENT::07a24de879,SRI LANKA CEMENT CORPORATION,GOVERNMENT,
Sri Lanka Cement Corporation,SRI LANKA CEMENT CORPORATION,UNLISTED_COMPANY::ab665d7f24,SRI LANKA CEMENT CORPORATION,UNLISTED_COMPANY,
BOGALA GRAPHITE LANKA PLC,BOGALA GRAPHITE LANKA PLC,COMPANY::BOGA,BOGALA GRAPHITE LANKA PLC,LISTED_COMPANY,BOGA
Advanced Metallurgical Group (AMG),ADVANCED METALLURGICAL GROUP AMG,UNLISTED_COMPANY::b6a7c56d9d,ADVANCED METALLURGICAL GROUP AMG,UNLISTED_COMPANY,
AMG Advanced Metallurgical Group N.V.,AMG ADVANCED METALLURGICAL GROUP N V,PERSON::d0d49b5b19,AMG ADVANCED METALLURGICAL GROUP N V,PERSON,
CEYLON GRAIN ELEVATORS PLC,CEYLON GRAIN ELEVATORS PLC,COMPANY::GRAN,CEYLON GRAIN ELEVATORS PLC,LISTED_COMPANY,GRAN
Prima Limited (Singapore),PRIMA LTD SINGAPORE,UNLISTED_COMPANY::30cf9da98b,PRIMA LTD SINGAPORE,UNLISTED_COMPANY,
Prima Limited,PRIMA LTD,UNLISTED_COMPANY::dbe9682a64,PRIMA LTD,UNLISTED_COMPANY,
Three Acre Farms PLC,THREE ACRE FARMS PLC,COMPANY::TAFL,THREE ACRE FARMS PLC,LISTED_COMPANY,TAFL
SWISSTEK (CEYLON) PLC,SWISSTEK CEYLON PLC,COMPANY::PARQ,SWISSTEK CEYLON PLC,LISTED_COMPANY,PARQ
ACME PRINTING & PACKAGING PLC,ACME PRINTING AND PACKAGING PLC,LISTED_COMPANY::458b6307e6,ACME PRINTING AND PACKAGING PLC,LISTED_COMPANY,
E. B. Creasy & Company PLC,E B CREASY AND COMPANY PLC,COMPANY::EBCR,E B CREASY AND COMPANY PLC,LISTED_COMPANY,EBCR
PGP GLASS CEYLON PLC,PGP GLASS CEYLON PLC,LISTED_COMPANY::bf60007208,PGP GLASS CEYLON PLC,LISTED_COMPANY,
PGP Glass Private Limited,PGP GLASS PVT LTD,UNLISTED_COMPANY::322bc42cf3,PGP GLASS PVT LTD,UNLISTED_COMPANY,
E B CREASY & COMPANY PLC,E B CREASY AND COMPANY PLC,COMPANY::EBCR,E B CREASY AND COMPANY PLC,LISTED_COMPANY,EBCR
Muller & Phipps (Ceylon) PLC,MULLER AND PHIPPS CEYLON PLC,COMPANY::MULL,MULLER AND PHIPPS CEYLON PLC,LISTED_COMPANY,MULL
Laxapana PLC,LAXAPANA PLC,COMPANY::LITE,LAXAPANA PLC,LISTED_COMPANY,LITE
COLOMBO CITY HOLDINGS PLC,COLOMBO CITY HOLDINGS PLC,COMPANY::PHAR,COLOMBO CITY HOLDINGS PLC,LISTED_COMPANY,PHAR
HUNTERS & COMPANY PLC,HUNTERS AND COMPANY PLC,COMPANY::HUNT,HUNTERS AND COMPANY PLC,LISTED_COMPANY,HUNT
Mrs. M.C. Pietersz,M C PIETERSZ,PERSON::f721023843,M C PIETERSZ,PERSON,
MULLER AND PHIPPS (CEYLON) PLC,MULLER AND PHIPPS CEYLON PLC,COMPANY::MULL,MULLER AND PHIPPS CEYLON PLC,LISTED_COMPANY,MULL
OFFICE EQUIPMENT PLC,OFFICE EQUIPMENT PLC,COMPANY::OFEQ,OFFICE EQUIPMENT PLC,LISTED_COMPANY,OFEQ
Ceylon Printers PLC,CEYLON PRINTERS PLC,COMPANY::CPRT,KERNER HAUS GLOBAL SOLUTIONS PLC,LISTED_COMPANY,CPRT
HAYLEYS FIBRE PLC,HAYLEYS FIBRE PLC,LISTED_COMPANY::d2a81e9203,HAYLEYS FIBRE PLC,LISTED_COMPANY,
SINGER (SRI LANKA) PLC,SINGER (SRI LANKA) PLC,COMPANY::SINS,SINGER (SRI LANKA) PLC,LISTED_COMPANY,SINS
Singer Finance (Lanka) PLC,SINGER FINANCE LANKA PLC,COMPANY::SFIN,SINGER FINANCE LANKA PLC,LISTED_COMPANY,SFIN
Regnis (Lanka) PLC,REGNIS LANKA PLC,COMPANY::REG,REGNIS LANKA PLC,LISTED_COMPANY,REG
BROWN & COMPANY PLC,BROWN AND COMPANY PLC,COMPANY::BRWN,BROWN AND COMPANY PLC,LISTED_COMPANY,BRWN
C. W. MACKIE PLC,C W MACKIE PLC,COMPANY::CWM,C W MACKIE PLC,LISTED_COMPANY,CWM
EASTERN MERCHANTS PLC,EASTERN MERCHANTS PLC,COMPANY::EMER,EASTERN MERCHANTS PLC,LISTED_COMPANY,EMER
J.B.L. de Silva,J B L DE SILVA,PERSON::37101d21a3,J B L DE SILVA,PERSON,
RICHARD PIERIS EXPORTS PLC,RICHARD PIERIS EXPORTS PLC,COMPANY::REXP,RICHARD PIERIS EXPORTS PLC,LISTED_COMPANY,REXP
AMBEON HOLDINGS PLC,AMBEON HOLDINGS PLC,COMPANY::GREG,AMBEON HOLDINGS PLC,LISTED_COMPANY,GREG
Ambeon Capital PLC,AMBEON CAPITAL PLC,COMPANY::TAP,AMBEON CAPITAL PLC,LISTED_COMPANY,TAP
Dankotuwa Porcelain PLC,DANKOTUWA PORCELAIN PLC,COMPANY::DPL,DANKOTUWA PORCELAIN PLC,LISTED_COMPANY,DPL
Colombo City Holdings PLC,COLOMBO CITY HOLDINGS PLC,COMPANY::PHAR,COLOMBO CITY HOLDINGS PLC,LISTED_COMPANY,PHAR
RENUKA HOLDINGS PLC,RENUKA HOLDINGS PLC,COMPANY::RHL,RENUKA HOLDINGS PLC,LISTED_COMPANY,RHL
Renuka Group Limited,RENUKA GROUP LTD,UNLISTED_COMPANY::82be62e117,RENUKA GROUP LTD,UNLISTED_COMPANY,
Renuka Foods PLC,RENUKA FOODS PLC,COMPANY::COCO,RENUKA FOODS PLC,LISTED_COMPANY,COCO
JANASHAKTHI INSURANCE PLC,JANASHAKTHI INSURANCE PLC,COMPANY::JINS,JANASHAKTHI INSURANCE PLC,LISTED_COMPANY,JINS
BANK OF CEYLON,BANK OF CEYLON,LISTED_COMPANY::0e1322d4aa,BANK OF CEYLON,LISTED_COMPANY,
Property Development PLC,PROPERTY DEVELOPMENT PLC,COMPANY::PDL,PROPERTY DEVELOPMENT PLC,LISTED_COMPANY,PDL
Merchant Bank of Sri Lanka & Finance PLC,MERCHANT BANK OF SRI LANKA AND FINANCE PLC,COMPANY::MBSL,MERCHANT BANK OF SRI LANKA AND FINANCE PLC,LISTED_COMPANY,MBSL
SOFTLOGIC FINANCE PLC,SOFTLOGIC FINANCE PLC,COMPANY::CRL,SOFTLOGIC FINANCE PLC,LISTED_COMPANY,CRL
RESUS ENERGY PLC,RESUS ENERGY PLC,COMPANY::HPWR,RESUS ENERGY PLC,LISTED_COMPANY,HPWR
Panasian Power PLC,PANASIAN POWER PLC,COMPANY::PAP,PANASIAN POWER PLC,LISTED_COMPANY,PAP
NAMAL ACUITY VALUE FUND,NAMAL ACUITY VALUE FUND,LISTED_COMPANY::a6af4dc726,NAMAL ACUITY VALUE FUND,LISTED_COMPANY,
National Asset Management Ltd,NATIONAL ASSET MANAGEMENT LTD,UNLISTED_COMPANY::44326760b9,NATIONAL ASSET MANAGEMENT LTD,UNLISTED_COMPANY,
RENUKA AGRI FOODS PLC,RENUKA AGRI FOODS PLC,COMPANY::RAL,RENUKA AGRI FOODS PLC,LISTED_COMPANY,RAL
CEYLON TEA BROKERS PLC,CEYLON TEA BROKERS PLC,COMPANY::CTBL,CEYLON TEA BROKERS PLC,LISTED_COMPANY,CTBL
Capital Alliance Holdings,CAPITAL ALLIANCE HOLDINGS,UNLISTED_COMPANY::8494dbab10,CAPITAL ALLIANCE HOLDINGS,UNLISTED_COMPANY,
VALLIBEL FINANCE PLC,VALLIBEL FINANCE PLC,COMPANY::VFIN,VALLIBEL FINANCE PLC,LISTED_COMPANY,VFIN
SINHAPUTHRA FINANCE PLC,SINHAPUTHRA FINANCE PLC,LISTED_COMPANY::4c13502648,SINHAPUTHRA FINANCE PLC,LISTED_COMPANY,
RAIGAM WAYAMBA SALTERNS PLC,RAIGAM WAYAMBA SALTERNS PLC,LISTED_COMPANY::fbd140ef36,RAIGAM WAYAMBA SALTERNS PLC,LISTED_COMPANY,
Raigam Marketing Services (Pvt) Ltd,RAIGAM MARKETING SERVICES PVT LTD,UNLISTED_COMPANY::22035dec41,RAIGAM MARKETING SERVICES PVT LTD,UNLISTED_COMPANY,
ODEL PLC,ODEL PLC,COMPANY::ODEL,ODEL PLC,LISTED_COMPANY,ODEL
PC HOUSE PLC,PC HOUSE PLC,LISTED_COMPANY::a624391dd9,PC HOUSE PLC,LISTED_COMPANY,
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,COMPANY::CDB,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LISTED_COMPANY,CDB
URBAN DEVELOPMENT AUTHORITY,URBAN DEVELOPMENT AUTHORITY,LISTED_COMPANY::c7c31c2708,URBAN DEVELOPMENT AUTHORITY,LISTED_COMPANY,
Colombo Land & Development Company PLC,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,COMPANY::CLND,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CLND
On Ally Holdings PLC,ON ALLY HOLDINGS PLC,COMPANY::ONAL,ON ALLY HOLDINGS PLC,LISTED_COMPANY,ONAL
NAWALOKA HOSPITALS PLC,NAWALOKA HOSPITALS PLC,COMPANY::NHL,NAWALOKA HOSPITALS PLC,LISTED_COMPANY,NHL
Jayantha Dharmadasa / Nawaloka Group,JAYANTHA DHARMADASA NAWALOKA GROUP,PERSON::b994308952,JAYANTHA DHARMADASA NAWALOKA GROUP,PERSON,
LOTUS HYDRO POWER PLC,LOTUS HYDRO POWER PLC,COMPANY::HPFL,LOTUS HYDRO POWER PLC,LISTED_COMPANY,HPFL
Lotus Renewable Energy Group,LOTUS RENEWABLE ENERGY GROUP,UNLISTED_COMPANY::23c4b60b64,LOTUS RENEWABLE ENERGY GROUP,UNLISTED_COMPANY,
Lotus Renewable Energy Group,LOTUS RENEWABLE ENERGY GROUP,PERSON::a91293f2e0,LOTUS RENEWABLE ENERGY GROUP,PERSON,
LAUGFS GAS PLC,LAUGFS GAS PLC,COMPANY::LGL,LAUGFS GAS PLC,LISTED_COMPANY,LGL
Laugfs Holdings Limited,LAUGFS HOLDINGS LTD,UNLISTED_COMPANY::26e44a4ad0,LAUGFS HOLDINGS LTD,UNLISTED_COMPANY,
BROWNS CAPITAL PLC,BROWNS CAPITAL PLC,LISTED_COMPANY::1195e123ac,BROWNS CAPITAL PLC,LISTED_COMPANY,
PANASIAN POWER PLC,PANASIAN POWER PLC,COMPANY::PAP,PANASIAN POWER PLC,LISTED_COMPANY,PAP
HVA FOODS PLC,HVA FOODS PLC,COMPANY::HVA,HVA FOODS PLC,LISTED_COMPANY,HVA
George Steuart Teas (Pvt) Ltd,GEORGE STEUART TEAS PVT LTD,UNLISTED_COMPANY::76a62630ee,GEORGE STEUART TEAS PVT LTD,UNLISTED_COMPANY,
SINGER FINANCE (LANKA) PLC,SINGER FINANCE LANKA PLC,COMPANY::SFIN,SINGER FINANCE LANKA PLC,LISTED_COMPANY,SFIN
HATTON PLANTATIONS PLC,HATTON PLANTATIONS PLC,LISTED_COMPANY::cb8c42f739,HATTON PLANTATIONS PLC,LISTED_COMPANY,
Lotus Renewable Energy (Pvt) Ltd,LOTUS RENEWABLE ENERGY PVT LTD,UNLISTED_COMPANY::8693068214,LOTUS RENEWABLE ENERGY PVT LTD,UNLISTED_COMPANY,
UNION BANK OF COLOMBO PLC,UNION BANK OF COLOMBO PLC,COMPANY::UBC,UNION BANK OF COLOMBO PLC,LISTED_COMPANY,UBC
CG Capital Partners Global Pte Ltd,CG CAPITAL PARTNERS GLOBAL PTE LTD,UNLISTED_COMPANY::e7064db653,CG CAPITAL PARTNERS GLOBAL PTE LTD,UNLISTED_COMPANY,
UB Finance PLC,UB FINANCE PLC,COMPANY::UBF,UB FINANCE PLC,LISTED_COMPANY,UBF
MERCANTILE INVESTMENTS AND FINANCE PLC,MERCANTILE INVESTMENTS AND FINANCE PLC,COMPANY::MERC,MERCANTILE INVESTMENTS AND FINANCE PLC,LISTED_COMPANY,MERC
Nilaveli Beach Hotels (Pvt) Ltd,NILAVELI BEACH HOTELS PVT LTD,UNLISTED_COMPANY::00f63e744e,NILAVELI BEACH HOTELS PVT LTD,UNLISTED_COMPANY,
The Nuwara Eliya Hotels Company PLC,THE NUWARA ELIYA HOTELS COMPANY PLC,COMPANY::NEH,THE NUWARA ELIYA HOTELS COMPANY PLC,LISTED_COMPANY,NEH
SWARNAMAHAL FINANCIAL SERVICES PLC,SWARNAMAHAL FINANCIAL SERVICES PLC,LISTED_COMPANY::5e8e5b2cec,SWARNAMAHAL FINANCIAL SERVICES PLC,LISTED_COMPANY,
CHILAW FINANCE PLC,CHILAW FINANCE PLC,LISTED_COMPANY::1d66b440ea,CHILAW FINANCE PLC,LISTED_COMPANY,
BIMPUTH LANKA INVESTMENTS PLC,BIMPUTH LANKA INVESTMENTS PLC,LISTED_COMPANY::16cd89185d,BIMPUTH LANKA INVESTMENTS PLC,LISTED_COMPANY,
Daya Group (Pvt) Ltd,DAYA GROUP PVT LTD,UNLISTED_COMPANY::8a6de7a800,DAYA GROUP PVT LTD,UNLISTED_COMPANY,
MULTI FINANCE PLC,MULTI FINANCE PLC,COMPANY::MFL,MULTI FINANCE PLC,LISTED_COMPANY,MFL
AMW CAPITAL LEASING AND FINANCE PLC,AMW CAPITAL LEASING AND FINANCE PLC,LISTED_COMPANY::9dca0dba64,AMW CAPITAL LEASING AND FINANCE PLC,LISTED_COMPANY,
Associated Motorways (Pvt) Ltd,ASSOCIATED MOTORWAYS PVT LTD,UNLISTED_COMPANY::d82890f086,ASSOCIATED MOTORWAYS PVT LTD,UNLISTED_COMPANY,
EXPOLANKA HOLDINGS PLC,EXPOLANKA HOLDINGS PLC,LISTED_COMPANY::5a61884215,EXPOLANKA HOLDINGS PLC,LISTED_COMPANY,
SG Holdings Global Pte Ltd,SG HOLDINGS GLOBAL PTE LTD,UNLISTED_COMPANY::0090ed7c98,SG HOLDINGS GLOBAL PTE LTD,UNLISTED_COMPANY,
EFL Global,EFL GLOBAL,PERSON::70428674b2,EFL GLOBAL,PERSON,
ASSOCIATED MOTOR FINANCE COMPANY PLC,ASSOCIATED MOTOR FINANCE COMPANY PLC,COMPANY::AMF,ASSOCIATED MOTOR FINANCE COMPANY PLC,LISTED_COMPANY,AMF
N.W.D.U.M. Priyantha,N W D U M PRIYANTHA,PERSON::c8a0ea6278,N W D U M PRIYANTHA,PERSON,
COMMERCIAL CREDIT AND FINANCE PLC,COMMERCIAL CREDIT AND FINANCE PLC,COMPANY::COCR,COMMERCIAL CREDIT AND FINANCE PLC,LISTED_COMPANY,COCR
BG Investments (Pvt) Ltd,BG INVESTMENTS PVT LTD,UNLISTED_COMPANY::aad8f0ff59,BG INVESTMENTS PVT LTD,UNLISTED_COMPANY,
Group Lease Holdings Pte Ltd,GROUP LEASE HOLDINGS PTE LTD,UNLISTED_COMPANY::a7144cbfff,GROUP LEASE HOLDINGS PTE LTD,UNLISTED_COMPANY,
Trade Finance & Investments PLC,TRADE FINANCE AND INVESTMENTS PLC,LISTED_COMPANY::32522f52e3,TRADE FINANCE AND INVESTMENTS PLC,LISTED_COMPANY,
ORIENT GARMENTS PLC,ORIENT GARMENTS PLC,LISTED_COMPANY::e2d2d73fcd,ORIENT GARMENTS PLC,LISTED_COMPANY,
BROWNS INVESTMENTS PLC,BROWNS INVESTMENTS PLC,COMPANY::BIL,BROWNS INVESTMENTS PLC,LISTED_COMPANY,BIL
Hapugastenne Plantations PLC,HAPUGASTENNE PLANTATIONS PLC,COMPANY::HAPU,HAPUGASTENNE PLANTATIONS PLC,LISTED_COMPANY,HAPU
